posts,label
is_analytic_no is_tone_no negemo_yes sad_yes hear_yes affiliation_yes power_yes netspeak_yes many_sixltr low_wps has_exclam has_qmark type_Video has_hashtag has_url,LER
is_analytic_yes affiliation_yes reward_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,LER
is_analytic_yes cause_yes affiliation_yes netspeak_yes high_wps has_exclam type_Photo has_hashtag has_url,LER
is_analytic_yes is_authentic_yes insight_yes affiliation_yes reward_yes netspeak_yes few_sixltr has_exclam has_qmark type_Photo,LER
is_analytic_yes is_clout_no is_authentic_yes certain_yes see_yes netspeak_yes has_exclam type_Video has_url,HER
is_analytic_yes is_authentic_yes insight_yes affiliation_yes reward_yes netspeak_yes few_sixltr has_exclam has_qmark type_Photo,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes insight_yes hear_yes affiliation_yes power_yes netspeak_yes high_wps type_Photo has_hashtag has_url,HER
is_analytic_yes is_clout_no posemo_yes insight_yes cause_yes certain_yes see_yes feel_yes power_yes netspeak_yes many_sixltr high_wps type_Photo has_url,HER
is_analytic_yes is_clout_no posemo_yes insight_yes cause_yes certain_yes see_yes feel_yes power_yes netspeak_yes many_sixltr high_wps type_Photo has_url,HER
is_analytic_no is_clout_yes is_tone_yes posemo_yes affiliation_yes many_sixltr low_wps has_exclam type_Video has_hashtag,HER
is_tone_yes posemo_yes affiliation_yes risk_yes netspeak_yes type_Video has_hashtag has_url,HER
is_analytic_no is_authentic_yes is_tone_yes posemo_yes affiliation_yes power_yes many_sixltr type_Photo,HER
is_analytic_yes is_clout_no is_authentic_yes certain_yes see_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,HER
is_analytic_yes is_clout_no posemo_yes tentat_yes certain_yes differ_yes see_yes netspeak_yes high_wps has_exclam type_Photo has_url,HER
is_analytic_yes posemo_yes insight_yes certain_yes see_yes affiliation_yes netspeak_yes type_Photo has_hashtag has_url,LER
insight_yes tentat_yes certain_yes see_yes feel_yes netspeak_yes many_sixltr has_exclam type_Photo has_url,HER
is_clout_yes is_authentic_no cause_yes tentat_yes see_yes affiliation_yes reward_yes netspeak_yes high_wps type_Photo has_url,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes netspeak_yes few_sixltr high_wps type_Photo has_url,HER
is_analytic_yes tentat_yes see_yes affiliation_yes netspeak_yes few_sixltr has_exclam type_Photo has_url,HER
is_analytic_yes is_authentic_no discrep_yes see_yes hear_yes netspeak_yes few_sixltr low_wps has_qmark type_Photo has_hashtag has_url,LER
is_analytic_yes is_clout_no is_authentic_yes insight_yes cause_yes see_yes achieve_yes power_yes netspeak_yes many_sixltr type_Photo has_url,HER
is_authentic_no see_yes affiliation_yes power_yes reward_yes netspeak_yes many_sixltr type_Video has_url,HER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes cause_yes tentat_yes see_yes feel_yes achieve_yes power_yes netspeak_yes low_wps has_exclam type_Photo has_url,HER
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes netspeak_yes many_sixltr low_wps has_exclam type_Photo has_url,HER
see_yes affiliation_yes netspeak_yes many_sixltr low_wps has_exclam type_Photo has_url,HER
is_analytic_no see_yes affiliation_yes reward_yes netspeak_yes few_sixltr low_wps type_Video has_url,LER
is_analytic_no is_clout_no is_authentic_yes see_yes power_yes many_sixltr low_wps type_Photo,HER
is_analytic_no is_clout_no insight_yes differ_yes netspeak_yes has_qmark type_Photo has_hashtag has_url,HER
is_clout_no posemo_yes insight_yes cause_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,HER
is_authentic_no insight_yes discrep_yes see_yes hear_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes many_sixltr low_wps has_qmark type_Photo has_hashtag has_url,LER
is_authentic_no is_tone_no negemo_yes sad_yes insight_yes affiliation_yes achieve_yes power_yes risk_yes netspeak_yes type_Photo has_url,HER
is_analytic_yes is_clout_yes discrep_yes see_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_qmark type_Photo has_hashtag has_url,LER
is_analytic_no posemo_yes negemo_yes insight_yes tentat_yes certain_yes differ_yes see_yes feel_yes affiliation_yes achieve_yes reward_yes netspeak_yes few_sixltr type_Photo has_url,HER
insight_yes cause_yes discrep_yes tentat_yes hear_yes affiliation_yes netspeak_yes high_wps has_exclam type_Photo has_url,HER
is_analytic_yes is_clout_yes posemo_yes negemo_yes sad_yes insight_yes affiliation_yes achieve_yes netspeak_yes high_wps type_Video has_url,HER
is_analytic_yes is_authentic_yes see_yes affiliation_yes power_yes netspeak_yes high_wps type_Photo has_url,HER
is_analytic_yes see_yes affiliation_yes power_yes netspeak_yes many_sixltr high_wps type_Video has_url,HER
is_analytic_yes is_clout_no insight_yes cause_yes tentat_yes netspeak_yes has_qmark type_Photo has_hashtag has_url,LER
is_analytic_no posemo_yes insight_yes cause_yes tentat_yes affiliation_yes power_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,HER
is_analytic_yes is_authentic_yes insight_yes cause_yes tentat_yes see_yes feel_yes affiliation_yes netspeak_yes has_qmark type_Photo has_hashtag has_url,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes discrep_yes differ_yes affiliation_yes netspeak_yes few_sixltr low_wps has_qmark type_Photo has_url,HER
posemo_yes insight_yes cause_yes tentat_yes affiliation_yes achieve_yes power_yes netspeak_yes type_Photo has_url,LER
is_analytic_no is_authentic_yes is_tone_yes posemo_yes insight_yes see_yes affiliation_yes power_yes many_sixltr type_Photo,LER
is_analytic_no is_authentic_yes is_tone_yes posemo_yes affiliation_yes power_yes type_Link,LER
is_analytic_yes is_clout_yes is_authentic_no see_yes affiliation_yes high_wps type_Video,LER
insight_yes affiliation_yes power_yes netspeak_yes type_Photo has_url,LER
is_analytic_yes is_clout_no cause_yes see_yes power_yes many_sixltr low_wps type_Video,HER
is_analytic_yes see_yes affiliation_yes netspeak_yes high_wps type_Photo has_hashtag has_url,HER
is_analytic_yes is_authentic_yes cause_yes feel_yes affiliation_yes power_yes netspeak_yes type_Photo has_url,LER
is_analytic_no is_tone_yes posemo_yes see_yes affiliation_yes power_yes many_sixltr type_Video,LER
is_clout_yes insight_yes cause_yes affiliation_yes achieve_yes power_yes netspeak_yes type_Photo has_hashtag has_url,LER
is_analytic_no is_clout_yes insight_yes cause_yes see_yes affiliation_yes netspeak_yes type_Video has_hashtag has_url,LER
is_analytic_yes is_tone_yes posemo_yes see_yes reward_yes netspeak_yes type_Photo has_hashtag has_url,LER
is_clout_yes is_tone_no negemo_yes sad_yes insight_yes tentat_yes see_yes power_yes high_wps type_Video,LER
is_analytic_yes is_authentic_yes insight_yes tentat_yes hear_yes affiliation_yes power_yes has_exclam type_Photo,LER
is_analytic_no is_clout_yes is_authentic_yes is_tone_no negemo_yes insight_yes cause_yes certain_yes differ_yes affiliation_yes achieve_yes netspeak_yes has_qmark type_Photo has_url,LER
is_clout_yes insight_yes discrep_yes tentat_yes affiliation_yes netspeak_yes many_sixltr has_exclam has_qmark type_Photo has_hashtag has_url,LER
is_authentic_yes posemo_yes insight_yes differ_yes see_yes affiliation_yes netspeak_yes few_sixltr has_exclam type_Photo has_url,HER
is_analytic_yes is_authentic_yes posemo_yes negemo_yes sad_yes cause_yes affiliation_yes netspeak_yes assent_yes high_wps type_Photo has_url,LER
is_analytic_no is_clout_no is_authentic_yes tentat_yes differ_yes see_yes feel_yes affiliation_yes power_yes netspeak_yes high_wps type_Photo has_url,LER
is_analytic_yes is_authentic_yes insight_yes cause_yes tentat_yes affiliation_yes netspeak_yes many_sixltr low_wps has_qmark type_Photo has_hashtag has_url,LER
is_analytic_yes is_authentic_yes cause_yes see_yes affiliation_yes netspeak_yes has_exclam type_Photo has_url,LER
is_analytic_no insight_yes discrep_yes netspeak_yes high_wps type_Photo has_hashtag has_url,LER
cause_yes see_yes power_yes reward_yes netspeak_yes few_sixltr has_qmark type_Photo has_url,LER
is_clout_yes is_tone_yes posemo_yes insight_yes certain_yes feel_yes affiliation_yes achieve_yes reward_yes netspeak_yes many_sixltr low_wps has_exclam type_Video has_hashtag has_url,HER
is_analytic_yes is_clout_no is_authentic_yes posemo_yes cause_yes tentat_yes see_yes hear_yes feel_yes achieve_yes power_yes reward_yes type_Video,HER
is_clout_yes tentat_yes certain_yes differ_yes see_yes hear_yes reward_yes netspeak_yes few_sixltr has_exclam type_Video has_url,HER
is_analytic_yes is_authentic_yes insight_yes cause_yes tentat_yes hear_yes affiliation_yes achieve_yes netspeak_yes low_wps has_qmark type_Photo has_hashtag has_url,LER
is_analytic_no is_clout_yes insight_yes certain_yes affiliation_yes reward_yes netspeak_yes has_qmark type_Photo has_hashtag has_url,LER
is_clout_yes cause_yes affiliation_yes achieve_yes reward_yes netspeak_yes few_sixltr has_exclam type_Photo has_url,LER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes cause_yes tentat_yes affiliation_yes achieve_yes reward_yes netspeak_yes many_sixltr high_wps type_Photo has_url,LER
is_analytic_yes is_authentic_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes few_sixltr type_Photo has_url,LER
is_clout_yes is_authentic_yes insight_yes tentat_yes differ_yes hear_yes few_sixltr type_Video,HER
is_tone_yes posemo_yes cause_yes certain_yes see_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes many_sixltr high_wps has_exclam type_Photo has_url,HER
cause_yes see_yes feel_yes affiliation_yes power_yes few_sixltr has_exclam type_Video,HER
is_analytic_no is_authentic_no insight_yes cause_yes discrep_yes certain_yes differ_yes see_yes feel_yes reward_yes netspeak_yes few_sixltr has_qmark type_Photo has_url,LER
is_analytic_yes cause_yes tentat_yes see_yes feel_yes affiliation_yes achieve_yes power_yes netspeak_yes few_sixltr type_Video has_url,LER
is_tone_no negemo_yes cause_yes tentat_yes certain_yes see_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr low_wps has_exclam type_Photo has_hashtag has_url,LER
is_analytic_yes cause_yes see_yes affiliation_yes netspeak_yes few_sixltr type_Photo has_url,LER
is_clout_yes insight_yes cause_yes tentat_yes see_yes affiliation_yes achieve_yes power_yes netspeak_yes has_qmark type_Photo has_hashtag has_url,LER
is_clout_no is_tone_yes posemo_yes insight_yes discrep_yes tentat_yes see_yes reward_yes netspeak_yes few_sixltr has_qmark type_Photo has_url,HER
is_analytic_yes cause_yes tentat_yes feel_yes affiliation_yes achieve_yes power_yes netspeak_yes high_wps type_Photo has_url,LER
is_analytic_yes is_clout_yes is_authentic_no see_yes affiliation_yes netspeak_yes type_Video has_url,LER
is_analytic_yes is_clout_no insight_yes see_yes affiliation_yes power_yes netspeak_yes few_sixltr type_Photo has_url,HER
is_clout_yes is_authentic_no see_yes affiliation_yes low_wps type_Video,LER
is_analytic_yes insight_yes discrep_yes affiliation_yes netspeak_yes has_qmark type_Photo has_url,LER
is_analytic_no is_authentic_no insight_yes certain_yes affiliation_yes netspeak_yes low_wps has_qmark type_Photo has_hashtag has_url,LER
is_analytic_yes insight_yes cause_yes feel_yes affiliation_yes netspeak_yes many_sixltr has_exclam type_Photo has_hashtag has_url,LER
is_analytic_yes insight_yes cause_yes affiliation_yes achieve_yes netspeak_yes high_wps type_Photo has_url,LER
is_analytic_no is_clout_no insight_yes feel_yes achieve_yes netspeak_yes few_sixltr high_wps type_Photo has_url,HER
is_analytic_yes is_authentic_yes affiliation_yes netspeak_yes few_sixltr low_wps type_Photo has_url,HER
is_analytic_yes is_authentic_yes see_yes affiliation_yes achieve_yes few_sixltr high_wps type_Video,HER
is_analytic_yes see_yes hear_yes affiliation_yes netspeak_yes few_sixltr type_Photo has_url,LER
is_analytic_yes is_authentic_yes insight_yes see_yes affiliation_yes netspeak_yes type_Photo has_url,LER
is_analytic_yes insight_yes cause_yes feel_yes affiliation_yes netspeak_yes has_exclam type_Photo has_hashtag has_url,LER
is_analytic_yes cause_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes many_sixltr low_wps type_Photo has_hashtag has_url,LER
is_analytic_yes insight_yes cause_yes tentat_yes affiliation_yes netspeak_yes low_wps has_exclam has_qmark type_Photo has_hashtag has_url,LER
is_clout_no is_authentic_yes posemo_yes insight_yes discrep_yes tentat_yes certain_yes differ_yes see_yes achieve_yes power_yes type_Video,HER
is_analytic_yes is_clout_no tentat_yes certain_yes differ_yes affiliation_yes achieve_yes power_yes netspeak_yes many_sixltr high_wps has_exclam type_Photo has_url,LER
hear_yes affiliation_yes power_yes netspeak_yes few_sixltr low_wps type_Photo has_hashtag has_url,LER
is_analytic_yes is_authentic_no affiliation_yes netspeak_yes low_wps has_exclam type_Photo has_url,LER
is_clout_yes is_authentic_no affiliation_yes power_yes netspeak_yes high_wps type_Photo has_url,LER
is_analytic_yes is_authentic_yes insight_yes cause_yes feel_yes affiliation_yes netspeak_yes many_sixltr has_exclam type_Photo has_hashtag has_url,LER
is_analytic_yes is_clout_no is_authentic_yes see_yes achieve_yes netspeak_yes high_wps type_Photo has_url,LER
is_analytic_yes is_clout_no cause_yes see_yes feel_yes netspeak_yes has_exclam type_Photo has_hashtag has_url,LER
is_analytic_no is_clout_no insight_yes cause_yes tentat_yes certain_yes differ_yes affiliation_yes power_yes netspeak_yes has_exclam type_Photo has_url,HER
is_clout_yes posemo_yes cause_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_qmark type_Video has_url,LER
is_analytic_yes is_clout_yes is_authentic_no affiliation_yes reward_yes netspeak_yes has_exclam has_qmark type_Video has_url,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes few_sixltr has_exclam type_Photo has_url,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes tentat_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes few_sixltr type_Photo has_url,LER
is_analytic_no is_tone_yes posemo_yes see_yes affiliation_yes power_yes many_sixltr type_Video,LER
insight_yes cause_yes affiliation_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,LER
is_analytic_no is_clout_yes is_authentic_no insight_yes cause_yes tentat_yes affiliation_yes netspeak_yes has_exclam type_Photo has_hashtag has_url,LER
posemo_yes insight_yes cause_yes discrep_yes certain_yes differ_yes see_yes affiliation_yes achieve_yes power_yes netspeak_yes many_sixltr has_exclam type_Photo has_url,LER
is_authentic_no is_tone_yes posemo_yes cause_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes many_sixltr type_Photo has_url,LER
is_analytic_no insight_yes affiliation_yes netspeak_yes low_wps type_Photo has_url,LER
is_analytic_no is_authentic_no cause_yes see_yes feel_yes affiliation_yes power_yes netspeak_yes many_sixltr type_Photo has_hashtag has_url,LER
is_analytic_yes is_clout_yes cause_yes hear_yes affiliation_yes achieve_yes reward_yes netspeak_yes low_wps has_exclam has_qmark type_Photo,LER
is_clout_yes is_authentic_no cause_yes see_yes hear_yes affiliation_yes achieve_yes netspeak_yes type_Photo has_url,LER
is_analytic_yes is_clout_no discrep_yes see_yes power_yes reward_yes netspeak_yes few_sixltr low_wps has_exclam type_Video has_url,HER
is_analytic_yes is_clout_no insight_yes see_yes netspeak_yes many_sixltr type_Photo has_url,HER
is_analytic_yes is_clout_no is_authentic_yes tentat_yes differ_yes see_yes netspeak_yes many_sixltr high_wps type_Photo has_url,LER
is_analytic_yes is_clout_no is_authentic_yes insight_yes cause_yes tentat_yes netspeak_yes type_Photo has_url,LER
is_analytic_yes is_clout_no is_authentic_no affiliation_yes many_sixltr low_wps type_Status,LER
is_clout_yes affiliation_yes power_yes netspeak_yes many_sixltr high_wps type_Photo has_url,LER
is_analytic_no is_authentic_yes insight_yes cause_yes differ_yes affiliation_yes achieve_yes netspeak_yes many_sixltr type_Photo has_url,LER
is_analytic_yes is_clout_no is_authentic_yes hear_yes achieve_yes netspeak_yes type_Photo has_hashtag has_url,LER
is_analytic_yes is_tone_no negemo_yes anx_yes cause_yes hear_yes power_yes reward_yes risk_yes netspeak_yes has_exclam type_Photo has_url,LER
is_authentic_no is_tone_yes posemo_yes insight_yes cause_yes see_yes affiliation_yes achieve_yes netspeak_yes many_sixltr type_Photo has_url,LER
is_clout_yes insight_yes cause_yes tentat_yes affiliation_yes power_yes netspeak_yes many_sixltr low_wps type_Photo has_hashtag,LER
cause_yes discrep_yes tentat_yes certain_yes differ_yes see_yes affiliation_yes achieve_yes netspeak_yes high_wps type_Video has_url,HER
is_analytic_yes is_clout_yes is_authentic_no insight_yes affiliation_yes netspeak_yes low_wps has_qmark type_Photo has_hashtag has_url,LER
insight_yes discrep_yes tentat_yes affiliation_yes netspeak_yes has_exclam has_qmark type_Photo has_hashtag has_url,LER
is_authentic_yes posemo_yes insight_yes cause_yes see_yes affiliation_yes netspeak_yes many_sixltr has_qmark type_Photo has_url,LER
is_clout_yes is_authentic_yes insight_yes cause_yes tentat_yes see_yes feel_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes high_wps type_Photo has_hashtag has_url,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes power_yes many_sixltr low_wps type_Photo,LER
is_analytic_yes is_clout_no posemo_yes negemo_yes sad_yes insight_yes cause_yes differ_yes feel_yes affiliation_yes achieve_yes risk_yes netspeak_yes many_sixltr high_wps has_qmark type_Photo has_url,LER
posemo_yes see_yes affiliation_yes power_yes netspeak_yes low_wps has_qmark type_Video has_hashtag has_url,LER
is_analytic_yes is_clout_yes is_authentic_no is_tone_no negemo_yes anger_yes see_yes affiliation_yes reward_yes netspeak_yes few_sixltr type_Video has_url,LER
posemo_yes see_yes affiliation_yes power_yes netspeak_yes low_wps has_qmark type_Video has_hashtag has_url,LER
is_clout_no is_authentic_yes posemo_yes insight_yes cause_yes differ_yes affiliation_yes netspeak_yes many_sixltr has_exclam type_Photo has_url,HER
